Name,Property_Type,Bedrooms1,Baths,Balcony,City,Location,total_sqft,Price_per_SQFT,Price
Innovative Manor,Flat,3,3,No,Bangalore,"Stage 2, BTM Layout,Bangalore",1510,6620,10000000
Aristo 8 Cross Road Hoysala Nagar Ramamurthy Nagar,Independent House,4,4,Yes,Bangalore,"Hoysalanagar, Horamavu,Bangalore",2200,7270,16000000
Prestige Misty Waters,Flat,2,3,No,Bangalore,"Nagavara, Bangalore",1349,9270,12500000
Desire,Flat,3,3,Yes,Bangalore,"Pulkeshi Nagar, Frazer Town,Bangalore",1700,7500,12800000
Brigade Altamont,Independent House,3,3,No,Bangalore,"Narayanapura, Bangalore",1200,8330,10000000
Unicca Emporis,Flat,2,3,Yes,Bangalore,"Madhura Nagar, Bangalore",1791,7000,12500000
Shriram Spandhana,Flat,3,4,Yes,Bangalore,"Challaghatta, Bangalore",2000,5250,10500000
Lakshmi Villa ,Flat,3,3,Yes,Bangalore,"Ramchandrapuram, Srirampuram,Bangalore",1500,8670,13000000
Abhee Prakruthi Villa,Independent House,3,4,Yes,Bangalore,"Terracon Doctors Enclave, Chandapura,Bangalore",2225,5120,11400000
Sandeep Kolimi Heights,Flat,2,3,Yes,Bangalore,"Murphy Town, Ulsoor,Bangalore",1200,12080,14500000
Fortuna Blue Wings,Flat,3,3,Yes,Bangalore,"Vibhutipura, Bangalore",1340,9330,12500000
Pearl Garden,Flat,3,3,Yes,Bangalore,"Lakkasandra Extension, Wilson Garden,Bangalore",1500,8330,12500000
Pristine Residency,Flat,2,3,Yes,Bangalore,"Thomas Town, Cooke Town,Bangalore",1620,9880,16000000
Sumadhura Shikharam by Sumadhura Infracon Pvt Ltd,Flat,3,3,Yes,Bangalore,"Seegehalli, Bangalore",1740,8620,15000000
Poornaprajna Housing Society,Independent House,4,3,Yes,Bangalore,"Kodipur, Bangalore",840,14880,12500000
Sri Venkateswara Nilaya,Flat,1,3,Yes,Bangalore,"Doddanekundi, Kartik Nagar,Bangalore",1000,16000,16000000
Definer Kingdom,Flat,3,3,Yes,Bangalore,"Budigere, Bangalore",1894,5810,11000000
BTM Delite,Independent House,2,3,No,Bangalore,"Stage 2, BTM Layout,Bangalore",1200,10420,12500000
Prakruthi Villa,Villa,3,4,Yes,Bangalore,"Terracon Doctors Enclave, Chandapura,Bangalore",2225,5120,11400000
Prestige Lakeside Habitat,Flat,2,3,Yes,Bangalore,"Gunjur Village, Bangalore",1216,12090,14700000
Soundarya Paradise,Flat,3,3,Yes,Bangalore,"HMT Estate, Jalahalli,Bangalore",1360,8460,11500000
Parkway Tivoli Villa by Parkway Group,Flat,3,3,Yes,Bangalore,"Seegehalli, Bangalore",1830,8200,15000000
UP Haven,Flat,3,3,Yes,Bangalore,"VV Giri Colony, Sheshadripuram,Bangalore",1764,5950,10500000
Buildafina Golf View,Flat,2,3,Yes,Bangalore,"ISRO Colony, Domlur Layout,Bangalore",1250,10000,12500000
ETA The Gardens by ETA Star Property Developers,Flat,3,3,Yes,Bangalore,"Magadi, Bangalore",1752,7710,13500000
Fortuna Blue Wings,Flat,3,3,Yes,Bangalore,"Vibhutipura, Bangalore",1730,7050,12200000
Nandi Shelters,Independent House,4,4,Yes,Bangalore,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore",2200,5450,12000000
Tricolour Palm Cove,Flat,3,3,Yes,Hyderabad,"Shanti Nagar, Uppal,Hyderabad",1850,5780,10700000
Kanopy Marigold,Flat,3,3,Yes,Hyderabad,"Kompally, Hyderabad",1685,6230,10500000
Accurate Wind Chimes,Flat,3,3,No,Hyderabad,"Narsingi, Hyderabad",1600,8440,13500000
Empire Urbana,Flat,2,3,Yes,Hyderabad,"Financial District, Nanakaramguda,Hyderabad",1575,6670,10500000
RK Laxmi Kumar RK Heights,Flat,3,3,Yes,Hyderabad,"Gaddi Annaram, Dilsukh Nagar,Hyderabad",1800,7720,13900000
Western Plaza,Flat,3,3,Yes,Hyderabad,"OU Colony, Shaikpet,Hyderabad",1802,7210,13000000
GK Pride,Flat,3,3,Yes,Hyderabad,"Golf Pride Homes, Yapral,Hyderabad",1685,6410,10800000
NCL Sindhu,Flat,3,3,Yes,Hyderabad,"Kompally, Hyderabad",1760,8520,15000000
Sita Pramod Elite,Flat,3,3,Yes,Hyderabad,"Hyderaguda, Attapur,Hyderabad",1620,6230,10100000
Cybercity Marina Skies,Flat,3,3,Yes,Hyderabad,"Sevalal Nagar, Borabanda,Hyderabad",1550,7740,12000000
Prime Legend,Flat,2,3,No,Hyderabad,"Camelot Layout, Kondapur,Hyderabad",1198,9180,11000000
Aparna Kanopy Marigold,Flat,3,3,Yes,Hyderabad,"Kompally, Hyderabad",1750,6570,11500000
Aditya Empress Towers,Flat,3,3,Yes,Hyderabad,"OU Colony, Shaikpet,Hyderabad",1825,8770,16000000
NCC Cyber Urbania,Flat,3,4,Yes,Hyderabad,"Osman Nagar, Hyderabad",2240,5700,12800000
Splendeur Shweta Shubham,Flat,3,3,Yes,Hyderabad,"Kompally, Hyderabad",1726,5880,10200000
Perioneira Decena,Flat,3,4,Yes,Hyderabad,"Narsingi, Hyderabad",2200,6000,13200000
NCC Cyber Urbania,Flat,3,4,Yes,Hyderabad,"Osman Nagar, Hyderabad",2240,5500,12300000
Cybercity Marina Skies,Flat,3,3,Yes,Hyderabad,"Phase 2, Hitech City,Hyderabad",1450,9310,13500000
YSK Akash Lake View,Flat,3,3,Yes,Hyderabad,"Widia Colony, Miyapur,Hyderabad",1640,6950,11400000
Honer Aquantis,Flat,3,3,Yes,Hyderabad,"Nallagandla, Hyderabad",1785,7840,14000000
Hallmark Skyrena,Flat,3,3,Yes,Hyderabad,"Narsingi, Hyderabad",1635,6850,11200000
NCC Cyber Urbania,Flat,3,4,Yes,Hyderabad,"Osman Nagar, Hyderabad",2240,5130,11500000
NCC Cyber Urbania,Flat,3,4,Yes,Hyderabad,"Osman Nagar, Hyderabad",2240,4730,10600000
Indis PBEL City,Flat,3,3,Yes,Hyderabad,"Peeramcheru, Hyderabad",1623,7700,12500000
Risinia Trendilla,Flat,3,3,Yes,Hyderabad,"ASR Brindavan Colony, Bollaram Industrial Area,Hyderabad",1695,6020,10200000
Cybercity Marina Skies,Flat,2,3,No,Hyderabad,"Sevalal Nagar, Borabanda,Hyderabad",1210,8680,10500000
Cybercity Marina Skies,Flat,3,3,No,Hyderabad,"Silpa Gram Craft Village, Rai Durg,Hyderabad",1500,8330,12500000
NCC Cyber Urbania,Flat,3,4,Yes,Hyderabad,"Osman Nagar, Hyderabad",2240,5490,12300000
Indis PBEL City,Flat,3,3,Yes,Hyderabad,"Anand Nagar Colony, Himayathsagar,Hyderabad",1800,7780,14000000
Ramky Ramky One Kosmos,Flat,2,3,Yes,Hyderabad,"Gopanapalli, Hyderabad",1235,8100,10000000
Sri Vathsa Sky Heaven,Flat,3,3,Yes,Hyderabad,"Aminpur, Hyderabad",1532,8680,13300000
Theme Golf View,Flat,3,3,Yes,Hyderabad,"Nanakaramguda, Hyderabad",1740,8040,14000000
My Home Jewel,Flat,3,3,Yes,Hyderabad,"Madinaguda, Madeenaguda,Hyderabad",1685,8310,14000000
Alekhya Foot Prints,Flat,3,3,Yes,Hyderabad,"Phase 3, Gachibowli,Hyderabad",1510,7950,12000000
Alekhya Towers,Flat,3,3,Yes,Hyderabad,"Bairamalguda, Karmanghat,Hyderabad",1650,8120,13400000
Urban One,Flat,3,3,No,Hyderabad,"Power Welfare Society, Kokapet,Hyderabad",1535,9770,15000000
Splendeur Shweta Shubham,Flat,3,3,Yes,Hyderabad,"Kompally, Hyderabad",1723,8000,13800000
Risinia Intelli Park,Flat,3,3,No,Hyderabad,"Bachupally, Hyderabad",1473,6790,10000000
Vasavi GP Trends,Flat,2,3,No,Hyderabad,"Financial District, Nanakaramguda,Hyderabad",1380,8980,12400000
Sri Sairam Towers,Flat,3,4,Yes,Hyderabad,"Janapriya Nagar, Hafeezpet,Hyderabad",2200,6360,14000000
Sampoornam Flats HIG,Flat,3,3,Yes,Hyderabad,"Kukatpally, Hyderabad",1400,10710,15000000
Anuhar Morning Raaga,Flat,3,3,Yes,Hyderabad,"Alkapur Township, Puppalaguda,Hyderabad",1896,6860,13000000
Abhi Tirumala Hills Seshadri,Flat,3,3,No,Hyderabad,"Gajularamaram, Hyderabad",1600,6560,10500000
Qualitas Serenity Park,Flat,3,3,Yes,Hyderabad,"Kokapet, Hyderabad",1570,8280,13000000
Bhadra Residency,Flat,3,3,Yes,Hyderabad,"Sanath Nagar, Hyderabad",1620,9260,15000000
Honer Vivantis,Flat,3,3,Yes,Hyderabad,"Nallagandla, Hyderabad",1495,10030,15000000
Tricolour Palm Cove,Flat,3,3,Yes,Hyderabad,"Shanti Nagar, Uppal,Hyderabad",1650,6480,10700000
Western Plaza,Flat,3,4,Yes,Hyderabad,"Manikonda, Hyderabad",2050,6830,14000000
Tricolour Palm Cove,Flat,3,3,Yes,Hyderabad,"Shanti Nagar, Uppal,Hyderabad",1853,5770,10700000
Kakatiya Golden Meadows,Villa,3,3,Yes,Hyderabad,"Patancheru Industrial Area, Patancheru,Hyderabad",1800,8330,15000000
Hallmark Rain Valley,Flat,3,3,Yes,Hyderabad,"Puppalaguda, Hyderabad",1700,8000,13600000
Sai Srinivasam,Flat,3,3,Yes,Hyderabad,"Madinaguda, Madeenaguda,Hyderabad",1965,6110,12000000
Aditya Empress Heights,Flat,3,3,Yes,Hyderabad,"Vivekananda Nagar, Shaikpet,Hyderabad",1875,7730,14500000
Silpa Avenue,Flat,3,3,Yes,Hyderabad,"Shilpa Avenue Colony, Hafeezpet,Hyderabad",1650,6360,10500000
Reliance Reliance Avan s Exotica,Flat,2,3,Yes,Hyderabad,"Kothaguda, Hyderabad",1214,10300,12500000
Go Green Raghavendra Residency,Flat,3,3,No,Hyderabad,"Raghavendra Colony, Kondapur,Hyderabad",1575,6980,11000000
Nestcon Flamingo,Flat,3,3,No,Hyderabad,"Police Colony, Kondapur,Hyderabad",1585,6940,11000000
Aditya Empress Heights,Flat,3,3,Yes,Hyderabad,"OU Colony, Shaikpet,Hyderabad",1635,7950,13000000
BR Hemadurga Towers,Flat,3,3,Yes,Hyderabad,"Prajay City, Hafeezpet,Hyderabad",1720,6980,12000000
Parinee Adney,Flat,2,3,Yes,Mumbai,"Lal Bahadur Shastri Nagar, Dahisar West,Mumbai",1100,13640,15000000
Raj Mandir Complex,Flat,3,3,No,Mumbai,"Hatkesh Udhog Nagar, Mira Road East,Mumbai",1090,10090,11000000
HDIL Galaxy Apartments,Flat,2,3,No,Mumbai,"Nehru Nagar, Kurla East,Mumbai",920,11960,11000000
Om Sai Aaradhana CHS Ltd,Flat,2,3,No,Mumbai,"Maruti Nagar, Dahisar East,Mumbai",1000,14800,14800000
Unique Aurum,Flat,2,3,Yes,Mumbai,"Chandan Shanti, Mira Road East,Mumbai",1090,10640,11600000
Golders Green,Flat,2,3,No,Mumbai,"I C Colony, Borivali West,Mumbai",899,13900,12500000
Gurukrupa Marina Enclave,Flat,1,2,Yes,Mumbai,"Kharodi Village, Malad West,Mumbai",750,15330,11500000
Shraddha Pinnacle,Flat,2,3,Yes,Mumbai,"Godrej Creekside Colony, Vikhroli East,Mumbai",900,13550,12200000
Spanish Villa,Villa,3,4,Yes,Mumbai,"Vasai East, Mumbai",2400,4170,10000000
Rustomjee Virar Avenue L1 L2 and L4 Wing A and B,Flat,4,3,No,Mumbai,"Virar West, Mumbai",1127,11520,13000000
Neighbourhood Society,Flat,2,3,No,Mumbai,"Lokhandwala Township, Kandivali East,Mumbai",830,15660,13000000
Ritej Jaydev Tower,Flat,2,3,No,Mumbai,"Sunder Pada, Kandivali West,Mumbai",910,15380,14000000
Annapurna Span Signature,Flat,2,3,Yes,Mumbai,"Bhayandar West, Mumbai",1045,10530,11000000
DB Ozone,Flat,2,3,No,Mumbai,"Ketkipada, Dahisar East,Mumbai",878,11450,10100000
vatsalya,Flat,2,2,Yes,Mumbai,"Sector 8, Kandivali West,Mumbai",750,15330,11500000
Jaliyan Heights Borivali,Flat,1,2,Yes,Mumbai,"Sri Krishna Nagar, Borivali East,Mumbai",690,15220,10500000
Divya Stuti CHS,Flat,2,3,No,Mumbai,"Gokuldham, Goregaon East,Mumbai",845,13250,11200000
Keemaya and MLH Vedic Heights,Flat,2,3,No,Mumbai,"Hanuman Nagar, Kandivali East,Mumbai",800,13130,10500000
Navjeevan Society,Flat,1,2,Yes,Mumbai,"Navajeevan Society, Chembur,Mumbai",777,12870,10000000
Vidya Darshan CHS,Flat,2,3,Yes,Mumbai,"Kannamwar Nagar II, Vikhroli East,Mumbai",810,14440,11700000
Sadguru Complex,Flat,2,3,No,Mumbai,"Miragaon, Mira Road East,Mumbai",920,11960,11000000
D V Shree Shashwat ,Flat,2,3,No,Mumbai,"Vaishali Nagar, Dahisar East,Mumbai",1085,14290,15500000
RNA Courtyard,Flat,3,3,No,Mumbai,"Poonam Complex, Mira Road East,Mumbai",1050,10480,11000000
Directions Penta Galaxy Co-opreativeSociety,Flat,1,2,No,Mumbai,"Antop Hill, Wadala,Mumbai",750,14670,11000000
Directions Penta Galaxy Co-opreativeSociety,Flat,1,2,Yes,Mumbai,"Antop Hill, Wadala,Mumbai",750,14670,11000000
Raviraj Spring,Flat,2,3,Yes,Mumbai,"Chandan Shanti, Mira Road East,Mumbai",1000,10000,10000000
Radha Apartment,Flat,1,2,No,Mumbai,"Triveni Nagar, Malad East,Mumbai",675,16000,10800000
Swagat Builders Damodar Park Apartment,Flat,2,3,Yes,Mumbai,"Damodar Park, Ghatkopar West,Mumbai",812,13550,11000000
Mantri Park,Flat,2,3,Yes,Mumbai,"Nagri Niwara Cooperative Housing Society, Goregaon East,Mumbai",1500,8000,12000000
Shiv Darshan Tower,Flat,2,2,Yes,Mumbai,"Mira Road West, Mumbai",765,13070,10000000
Agarwal Tower,Flat,2,3,No,Mumbai,"Chikuwadi, Mankhurd,Mumbai",900,13890,12500000
Hubtown Gardenia,Flat,3,3,No,Mumbai,"Chandan Shanti, Mira Road East,Mumbai",1285,11670,15000000
Kanakia Kanakia Sevens,Flat,1,3,No,Mumbai,"Marol, Andheri East,Mumbai",1170,10260,12000000
GA Ganga Sagar CHS,Villa,5,3,No,Mumbai,"Railway Police Colony, Ghatkopar East,Mumbai",1500,6670,10000000
Rameshwar Sanghvi One,Flat,1,2,No,Mumbai,"Gangawadi, Ghatkopar West,Mumbai",650,15690,10200000
Flight View,Flat,2,3,No,Mumbai,"Vakola, Santacruz East,Mumbai",1000,15000,15000000
Unique Tower by Unique Construction Mumbai,Independent House,2,3,Yes,Mumbai,"Mumbai Central, Mumbai",1800,0,10000000
521 Jodhpur Park,Flat,2,3,Yes,Kolkata,"Dhakuria, Kolkata",1200,9000,10800000
Ideal Niketan,Flat,3,3,Yes,Kolkata,"Tangra, Kolkata",1450,6900,10000000
Siddha Xanadu Condominium,Flat,3,3,Yes,Kolkata,"Gopalpur Gram, Rajarhat,Kolkata",1455,6870,10000000
Vriddhi Urban Heights,Flat,3,3,Yes,Kolkata,"Rajdanga Gardens, Kasba,Kolkata",1561,8010,12500000
Aquaview,Flat,3,3,No,Kolkata,"Mohisbathan, Salt Lake City,Kolkata",1475,7250,10700000
Sugam Habitat,Flat,3,3,No,Kolkata,"Tiljala, Kolkata",1600,8130,13000000
Ruchi Active Acres,Flat,3,3,Yes,Kolkata,"Tangra, Kolkata",1500,7670,11500000
Parsrampuria Mohan Tower,Flat,3,3,Yes,Kolkata,"Kulia, Beliaghata,Kolkata",1500,8670,13000000
Amit Realty and Shree RSH Group The Ecos,Flat,3,3,Yes,Kolkata,"New Town, Kolkata",1100,11820,13000000
Capricorn Jewels,Flat,3,3,No,Kolkata,"Sahapur, New Alipore,Kolkata",1575,6350,10000000
Vinayak Apartment,Flat,3,3,No,Kolkata,"MIG Housing, Tala,Kolkata",1225,12240,15000000
Shailesh Apartment,Flat,2,3,No,Kolkata,"Kalighat, Kolkata",1134,9700,11000000
Sugam Sudhir,Flat,3,3,No,Kolkata,"Mahamaya Tala, Garia,Kolkata",1360,7350,10000000
Natural City,Flat,4,4,Yes,Kolkata,"Satgachi, South Dum Dum,Kolkata",2284,6350,14500000
Rishi Ecoview,Flat,3,3,Yes,Kolkata,"Deshbandhu Nagar, Kolkata",1733,6090,10600000
Orbit City,Flat,3,3,Yes,Kolkata,"Vidyasagar, Ganguly Bagan,Kolkata",1391,7910,11000000
Mahaveer Apartment,Flat,3,3,Yes,Kolkata,"Elgin, Kolkata",1650,7880,13000000
Verdant Verdant Radha,Flat,3,4,Yes,Kolkata,"Bikramgarh, Jadavpur,Kolkata",2250,6220,14000000
Ekta Floral,Flat,3,3,Yes,Kolkata,"Seal Lane, Tangra,Kolkata",1476,10160,15000000
Ideal Heights,Flat,3,3,Yes,Kolkata,"Raja Bazar, Kolkata",1700,8710,14800000
Diamond City South,Flat,3,3,Yes,Kolkata,"Sarat Pally, Paschim Putiary,Kolkata",1450,8280,12000000
Merlin Warden Lakeview,Flat,3,3,Yes,Kolkata,"Murari Pukur, Ultadanga,Kolkata",1383,8970,12400000
Merlin Warden Lakeview,Flat,3,3,No,Kolkata,"Murari Pukur, Ultadanga,Kolkata",1383,8680,12000000
Saptaparni,Flat,2,3,Yes,Kolkata,"Ballygunge, Kolkata",1159,9920,11500000
Ideal Heights,Flat,3,3,Yes,Kolkata,"Raja Bazar, Kolkata",1605,7790,12500000
Gouri Apartment,Flat,2,3,No,Kolkata,"Maula Ali, Taltala,Kolkata",1074,9310,10000000
Ideal Residency,Flat,2,3,No,Kolkata,"Kankurgachi, Kolkata",1235,10120,12500000
Orbit Sky View,Flat,3,3,Yes,Kolkata,"Sahid Colony, Paikpara,Kolkata",1405,9250,13000000
Merlin River View,Flat,2,3,No,Kolkata,"Andaman Dock, Khidirpur,Kolkata",1093,9150,10000000
Dhoot Pratham,Flat,4,3,Yes,Kolkata,"Nehaboot Nagar, Ariadaha,Kolkata",1840,8150,15000000
Merlin Elita Garden Vista,Flat,3,3,Yes,Kolkata,"Action Area III, New Town,Kolkata",1810,6080,11000000
Dhoot Pratham,Flat,4,3,Yes,Kolkata,"Nehaboot Nagar, Ariadaha,Kolkata",1840,8150,15000000
Martin Jeevanam Phase 1,Flat,3,3,Yes,Kolkata,"Kalikapur, Kolkata",1850,7300,13500000
Antheia,Flat,2,3,No,Pune,"Kharalwadi, Pimpri,Pune",1431,8110,11600000
Mayur Samruddhi Phase I,Flat,3,3,No,Pune,"Dattawadi, Akurdi,Pune",1600,6560,10500000
Vilas Palladio Phase 2,Flat,3,3,No,Pune,"Tathawade, Pune",1200,8750,10500000
Kunal Regulus,Flat,3,3,No,Pune,"Balewadi, Pune",1350,8520,11500000
Skyi Song Birds,Flat,3,3,Yes,Pune,"Bhugaon, Pune",1903,7360,14000000
Sukhwani Sukhwani Campus,Flat,3,3,No,Pune,"MIDC, Pimpri,Pune",999,11010,11000000
Akshar Elementa,Flat,2,3,Yes,Pune,"Tathawade, Pune",1150,9560,11000000
Namrata Flora City,Villa,3,4,Yes,Pune,"Swaraj Nagari, Talegaon Dabhade,Pune",2150,6370,13700000
Siddharth Residency,Flat,3,3,Yes,Pune,"Wireless Colony, Aundh,Pune",1980,7320,14500000
Prithvi Presidio Buiding B Phase 1,Flat,2,3,Yes,Pune,"Keshav Nagar, Hadapsar,Pune",1350,8150,11000000
Naren Bliss,Flat,3,3,Yes,Pune,"Amanora Park Town, Hadapsar,Pune",1105,14480,16000000
Godrej Elements,Flat,3,3,No,Pune,"Hinjewadi Phase 1, Hinjewadi,Pune",1300,10380,13500000
Pate Kimaya E,Flat,2,3,Yes,Pune,"Bibwewadi, Pune",1050,10480,11000000
Shree Bal Kapil Aasmant Villas,Flat,2,3,Yes,Pune,"Jai Bhavani Nagar, Pashan,Pune",1070,10280,11000000
Bandal Classic,Flat,3,3,No,Pune,"Alkapuri Society, Kothrud,Pune",1500,10000,15000000
Aditya Garden City,Flat,2,3,Yes,Pune,"Vitthal Nagar, Warje,Pune",1040,10580,11000000
Adreno Towers,Flat,2,3,No,Pune,"Amanora Park Town, Hadapsar,Pune",974,13860,13500000
Nikash Lawns,Flat,3,4,Yes,Pune,"Pashan, Pune",2182,7290,15900000
Raviraj Siciliaa,Flat,2,3,No,Pune,"Nigade Nagar, Ghorpadi,Pune",1150,8700,10000000
Vishal Belleza,Flat,3,3,Yes,Pune,"Vetal Nagar, Hadapsar,Pune",1435,8360,12000000
Kishor Bhagwati Maestros,Flat,3,3,No,Pune,"Siddharth Nagar, Bavdhan,Pune",1413,10260,14500000
Labh 33 Milestone Phase IV,Flat,3,3,Yes,Pune,"Tathawade, Pune",1266,10660,13500000
Prithvi Sai Velocity I,Flat,3,3,No,Pune,"Bavdhan, Pune",1500,8330,12500000
Kalarch Sucasa Society,Flat,3,3,Yes,Pune,"Shankar Kalat Nagar, Wakad,Pune",1915,8360,16000000
Kshitij Co-Op Hsg Soc Ltd,Flat,2,3,No,Pune,"Rajyavahatuk Society, Parvati Darshan,Pune",950,14210,13500000
Aditya Highland Winds,Flat,3,3,No,Pune,"Lulla Nagar, Pune",1400,8570,12000000
Noble Niwas,Flat,2,3,Yes,Pune,"Market Yard, Gultekdi,Pune",1140,12720,14500000
Pate Kimaya E,Flat,2,3,No,Pune,"Bibwewadi, Pune",1050,10000,10500000
Excellaa Prospera,Flat,3,3,No,Pune,"Bavdhan, Pune",1537,8590,13200000
Excellaa Prospera,Flat,3,3,Yes,Pune,"Bavdhan, Pune",1710,8600,14700000
Anand Anand Park Society,Flat,2,3,Yes,Pune,"Vrindavan Society, Guru Nanak Nagar,Pune",960,15630,15000000
Paramount Eros,Flat,3,3,No,Pune,"Kondhwa Budruk, Pune",1300,7690,10000000
Gulmohar Apartment,Flat,3,3,Yes,Pune,"Kondhwa, Pune",1700,7060,12000000
Paranjape Pratham,Flat,2,4,No,Pune,"Perugate, Sadashiv Peth,Pune",800,14380,11500000
Godrej 24,Flat,3,3,No,Pune,"Hinjewadi Phase 1, Hinjewadi,Pune",1300,10230,13300000
Atharva Residency,Flat,2,3,Yes,Pune,"Dangat Vasti, Shivane,Pune",1120,9380,10500000
Shree Balaji Puram,Flat,3,3,Yes,Pune,"Nana Peth, Bhawani Peth,Pune",1600,9380,15000000
Elegant Heritage,Flat,2,3,No,Pune,"Clover Park, Viman Nagar,Pune",850,11760,10000000
Sobha Ivory,Flat,3,3,Yes,Pune,"Kondhwa, Pune",1450,6900,10000000
Vaidehi Residency,Flat,2,3,No,Pune,"Chaitanya Nagar, Kothrud,Pune",982,11710,11500000
Pride Purple Sapphire Park,Flat,3,3,Yes,Pune,"Park Street, Wakad,Pune",1430,9790,14000000
"Kalpataru Estate Phase-2, Pimple Gurav, Pune",Flat,3,3,No,Pune,"Ram Nagar, Pimple Gurav,Pune",1254,8370,10500000
Avior Aatman,Flat,2,3,No,Pune,"Ghorpade Peth, Mahatma Phule Peth,Pune",1060,10380,11000000
Aura Residences,Flat,2,3,No,Pune,"Baner, Pune",1121,9370,10500000
Bramha Corp Emerald County,Flat,3,3,No,Pune,"Mohammed Wadi, Pune",1500,8000,12000000
Naiknavare Clarion Park,Flat,3,3,Yes,Pune,"Aundh, Pune",1295,11580,15000000
Goel Ganga Utopia,Flat,3,3,No,Pune,"Bavdhan, Pune",1570,8340,13100000
Pride Platinum I And J,Flat,3,3,Yes,Pune,"Baner, Pune",1704,8800,15000000
Kundan Kundan Estates,Independent House,3,3,No,Pune,"Kunj Colony, Pimple Saudagar,Pune",1283,10910,14000000
Oxford Florida River Walk Phase 1,Flat,3,3,Yes,Pune,"Mundhwa, Pune",1100,10450,11500000
Alcon Renaissant,Flat,2,3,Yes,Pune,"Tulaja Bhawani Nagar, Kharadi,Pune",1150,8700,10000000
Evolet Tiara,Flat,2,3,No,Pune,"Mangalwar Peth, Kasba Peth,Pune",1164,8590,10000000
Anand Anand Park Society,Flat,2,3,No,Pune,"Vrindavan Society, Guru Nanak Nagar,Pune",1100,11180,12300000
Pasaydan,Flat,2,3,Yes,Pune,"Alandi, Pune",1800,5550,10000000
Ranjeet SS Teak County Phase 2,Independent House,3,3,Yes,Pune,"Khed Shivapur, Pune",1800,5550,10000000
Ranjeet SS Teak County Phase 2,Villa,3,2,Yes,Pune,"Khed Shivapur, Pune",2000,5000,10000000
Pride,Flat,2,3,Yes,Pune,"Diwad, Pune",1000,11000,11000000
Kumar Picasso,Flat,3,4,Yes,Pune,"Vetal Nagar, Hadapsar,Pune",2200,6360,14000000
Mont Vert Avion,Flat,2,3,Yes,Pune,"Pashan, Pune",1300,10000,13000000
Raviraj Yellow Blossoms,Flat,3,3,Yes,Pune,"Hingane Home Colony, Karve Nagar,Pune",1340,7460,10000000
Prayeja Pearl,Flat,3,3,No,Pune,"Wadgaon Budruk, Narhe,Pune",1472,7810,11500000
Pushkar 230 1 Shukrwar Peth,Flat,4,3,Yes,Pune,"Subhash Nagar, Shukrawar Peth,Pune",1187,12640,15000000
Riswadkar Shivai 1,Flat,3,3,Yes,Pune,"Sivadarshan Poorgrasta Vasahat, Parvati Darshan,Pune",1500,10000,15000000
Riswadkar Shivai 1,Flat,3,3,Yes,Pune,"Sivadarshan Poorgrasta Vasahat, Parvati Darshan,Pune",1450,10340,15000000
Suyog Padmavati Hills,Flat,3,3,Yes,Pune,"Mokai Vasti, Bavdhan,Pune",1620,7410,12000000
Naiknavare Lakeshore Residency,Flat,4,4,Yes,Pune,"Lilavati Greens, Talegaon Dabhade,Pune",2100,5240,11000000
Vasant Utsav,Independent House,3,4,Yes,Pune,"Hinjewadi, Pune",2100,7620,16000000
Mehta Chambers,Flat,5,3,Yes,Pune,"Laxman Krupa Housing Society, Kasarwadi,Pune",1800,5890,10600000
Godrej 24,Flat,2,3,Yes,Pune,"Hinjewadi Phase 2, Hinjewadi Phase 3,Pune",809,12980,10500000
Aditya Chintamani Residency,Flat,4,3,No,Pune,"Katrajnagar, Katraj,Pune",1450,8960,13000000
MHADA Agarkar Nagar,Flat,3,3,Yes,Pune,"Agarkar Nagar, Pune",1500,9330,14000000
GoldFinger Tamara,Flat,3,3,No,Pune,"Madhuban Colony, Rahatani,Pune",1533,6850,10500000
Belvalkar Sarita Vaibhav B9 And B10,Flat,2,3,Yes,Pune,"Sarita Vihar Phase 2, Dattavadi,Pune",1100,9090,10000000
Supreme Palms Villa,Flat,3,3,No,Pune,"Baner, Pune",1400,10000,14000000
Sharada Paritosh,Flat,2,3,No,Pune,"Patil Nagar, Balewadi,Pune",1059,11320,12000000
Gagan Vihar,Flat,2,3,Yes,Pune,"Gangadham Phase II, Ganga Dham,Pune",950,11050,10500000
Kundan Heritage,Flat,2,3,Yes,Pune,"Khadki, Pune",1076,9290,10000000
Raojee Palladium Grand Phase II K,Flat,4,3,Yes,Pune,"Madhav Nagar, Dhanori,Pune",1400,9290,13000000
Padma Park Apartments,Flat,2,3,No,Pune,"Sivadarshan Poorgrasta Vasahat, Parvati Darshan,Pune",1500,10670,16000000
VI-LUX RESIDENCY,Independent House,4,4,Yes,Pune,"Krushna Nagar, Wadgaon Sheri,Pune",2200,6820,15000000
Pride Kingsbury Phase I,Flat,3,3,No,Pune,"Charholi Budruk, Pune",1428,9100,13000000
Paramount Ozaero Arcade,Flat,4,3,Yes,Pune,"Shani Nagar, Ambegaon Budruk,Pune",1835,6810,12500000
Madhuban Classic,Flat,3,4,Yes,Pune,"Vadar Wadi, Vishrantwadi,Pune",2400,5420,13000000
Godrej 24,Independent House,2,3,No,Pune,"Hinjewadi Phase 1, Hinjewadi,Pune",1251,7990,10000000
CGHS Sita Apartments,Flat,2,3,Yes,New Delhi,"Sector 14 Rohini, New Delhi",930,13440,12500000
